Pokemon,Location,Available in HeartGold,Available in Soulsilver,Appears in Morning,Appears in Daytime,Appears in Nighttime,Rarity,Levels
Bulbasaur,Pallet Town,Yes,Yes,Yes,Yes,Yes,Common,5
Charmander,Pallet Town,Yes,Yes,Yes,Yes,Yes,Common,5
Squirtle,Pallet Town,Yes,Yes,Yes,Yes,Yes,Common,5
Hoothoot,Pallet Town,Yes,Yes,Yes,Yes,Yes,Limited,2-19
Ledyba,Pallet Town,No,Yes,Yes,Yes,Yes,Limited,3-7
Spinarak,Pallet Town,Yes,No,Yes,Yes,Yes,Limited,3-7
Pineco,Pallet Town,Yes,Yes,Yes,Yes,Yes,Limited,2-17
Wurmple,Pallet Town,Yes,Yes,Yes,Yes,Yes,Limited,2-10
Omanyte,Pewter City,Yes,Yes,Yes,Yes,Yes,Limited,20
Kabuto,Pewter City,Yes,Yes,Yes,Yes,Yes,Limited,20
Aerodactyl,Pewter City,Yes,Yes,Yes,Yes,Yes,Limited,20
Lileep,Pewter City,Yes,Yes,Yes,Yes,Yes,Limited,20
Anorith,Pewter City,Yes,Yes,Yes,Yes,Yes,Limited,20
Cranidos,Pewter City,Yes,Yes,Yes,Yes,Yes,Limited,20
Shieldon,Pewter City,Yes,Yes,Yes,Yes,Yes,Limited,20
Latias,Pewter City,No,Yes,Yes,Yes,Yes,Limited,40
Latios,Pewter City,Yes,No,Yes,Yes,Yes,Limited,40
Hoothoot,Pewter City,Yes,Yes,Yes,Yes,Yes,Limited,2-19
Pineco,Pewter City,Yes,Yes,Yes,Yes,Yes,Limited,2-17
Wurmple,Pewter City,Yes,Yes,Yes,Yes,Yes,Limited,2-10
Starly,Pewter City,Yes,Yes,Yes,Yes,Yes,Limited,5-12
Xatu,Pewter City,Yes,Yes,Yes,Yes,Yes,Limited,—
Magneton,Power Plant,Yes,Yes,Yes,Yes,Yes,Limited,—
Latias,Roaming,Yes,No,Yes,Yes,Yes,Limited,35
Latios,Roaming,No,Yes,Yes,Yes,Yes,Limited,35
Geodude,Rock Tunnel,Yes,Yes,Yes,Yes,Yes,Common,10
Cubone,Rock Tunnel,Yes,Yes,Yes,Yes,Yes,Common,10-13
Machoke,Rock Tunnel,Yes,Yes,Yes,Yes,Yes,Rare,14
Zubat,Rock Tunnel,Yes,Yes,Yes,Yes,Yes,Uncommon,8
Machop,Rock Tunnel,Yes,Yes,Yes,Yes,Yes,Uncommon,12
Makuhita,Rock Tunnel,Yes,Yes,Yes,Yes,Yes,Uncommon,12
Absol,Rock Tunnel,Yes,Yes,Yes,Yes,Yes,Uncommon,10
Chingling,Rock Tunnel,Yes,Yes,Yes,Yes,Yes,Uncommon,12
Bronzor,Rock Tunnel,Yes,Yes,Yes,Yes,Yes,Uncommon,10
Geodude,Rock Tunnel,Yes,Yes,Yes,Yes,Yes,Common,12
Cubone,Rock Tunnel,Yes,Yes,Yes,Yes,Yes,Common,12
Marowak,Rock Tunnel,Yes,Yes,Yes,Yes,Yes,Rare,14
Kangaskhan,Rock Tunnel,Yes,Yes,Yes,Yes,Yes,Rare,14
Zubat,Rock Tunnel,Yes,Yes,Yes,Yes,Yes,Uncommon,10
Onix,Rock Tunnel,Yes,Yes,Yes,Yes,Yes,Uncommon,16
Makuhita,Rock Tunnel,Yes,Yes,Yes,Yes,Yes,Uncommon,16
Absol,Rock Tunnel,Yes,Yes,Yes,Yes,Yes,Uncommon,12
Chingling,Rock Tunnel,Yes,Yes,Yes,Yes,Yes,Uncommon,16
Bronzor,Rock Tunnel,Yes,Yes,Yes,Yes,Yes,Uncommon,12
Geodude,Rock Tunnel,Yes,Yes,Yes,Yes,Yes,Common,12-21
Pikachu,Saffron City,Yes,Yes,Yes,Yes,Yes,Limited,—
Zubat,Seafoam Islands,Yes,Yes,Yes,Yes,Yes,Common,26-28
Golbat,Seafoam Islands,Yes,Yes,Yes,Yes,Yes,Common,30-32
Psyduck,Seafoam Islands,Yes,Yes,Yes,Yes,Yes,Common,28-29
Golduck,Seafoam Islands,Yes,Yes,Yes,Yes,Yes,Uncommon,32
Makuhita,Seafoam Islands,Yes,Yes,Yes,Yes,Yes,Uncommon,30-32
Absol,Seafoam Islands,Yes,Yes,Yes,Yes,Yes,Uncommon,28-29
Chingling,Seafoam Islands,Yes,Yes,Yes,Yes,Yes,Uncommon,30-32
Bronzor,Seafoam Islands,Yes,Yes,Yes,Yes,Yes,Uncommon,28-29
Golbat,Seafoam Islands,Yes,Yes,Yes,Yes,Yes,Common,32-34
Seel,Seafoam Islands,Yes,Yes,Yes,Yes,Yes,Common,32-34
Zubat,Seafoam Islands,Yes,Yes,Yes,Yes,Yes,Uncommon,28-29
Psyduck,Seafoam Islands,Yes,Yes,Yes,Yes,Yes,Uncommon,26-28
Golduck,Seafoam Islands,Yes,Yes,Yes,Yes,Yes,Uncommon,32-34
Makuhita,Seafoam Islands,Yes,Yes,Yes,Yes,Yes,Uncommon,32-34
Absol,Seafoam Islands,Yes,Yes,Yes,Yes,Yes,Uncommon,28-34
Chingling,Seafoam Islands,Yes,Yes,Yes,Yes,Yes,Uncommon,32-34
Bronzor,Seafoam Islands,Yes,Yes,Yes,Yes,Yes,Uncommon,28-34
Golbat,Seafoam Islands,Yes,Yes,Yes,Yes,Yes,Common,33-35
Seel,Seafoam Islands,Yes,Yes,Yes,Yes,Yes,Common,33-35
Zubat,Seafoam Islands,Yes,Yes,Yes,Yes,Yes,Uncommon,29-30
Psyduck,Seafoam Islands,Yes,Yes,Yes,Yes,Yes,Uncommon,27-30
Golduck,Seafoam Islands,Yes,Yes,Yes,Yes,Yes,Uncommon,33-35
Makuhita,Seafoam Islands,Yes,Yes,Yes,Yes,Yes,Uncommon,33-35
Absol,Seafoam Islands,Yes,Yes,Yes,Yes,Yes,Uncommon,30-35
Chingling,Seafoam Islands,Yes,Yes,Yes,Yes,Yes,Uncommon,33-35
Bronzor,Seafoam Islands,Yes,Yes,Yes,Yes,Yes,Uncommon,30-35
Golbat,Seafoam Islands,Yes,Yes,Yes,Yes,Yes,Common,34-36
Zubat,Seafoam Islands,Yes,Yes,Yes,Yes,Yes,Uncommon,31-32
Psyduck,Seafoam Islands,Yes,Yes,Yes,Yes,Yes,Uncommon,31-32
Golduck,Seafoam Islands,Yes,Yes,Yes,Yes,Yes,Uncommon,34-36
Seel,Seafoam Islands,Yes,Yes,Yes,Yes,Yes,Uncommon,34
Dewgong,Seafoam Islands,Yes,Yes,Yes,Yes,Yes,Uncommon,35-36
Makuhita,Seafoam Islands,Yes,Yes,Yes,Yes,Yes,Uncommon,34-36
Absol,Seafoam Islands,Yes,Yes,Yes,Yes,Yes,Uncommon,32-34
Chingling,Seafoam Islands,Yes,Yes,Yes,Yes,Yes,Uncommon,36
Bronzor,Seafoam Islands,Yes,Yes,Yes,Yes,Yes,Uncommon,32-34
Golbat,Seafoam Islands,Yes,Yes,Yes,Yes,Yes,Common,38-40
Psyduck,Seafoam Islands,Yes,Yes,Yes,Yes,Yes,Uncommon,34
Golduck,Seafoam Islands,Yes,Yes,Yes,Yes,Yes,Uncommon,37-38
Seel,Seafoam Islands,Yes,Yes,Yes,Yes,Yes,Uncommon,34
Dewgong,Seafoam Islands,Yes,Yes,Yes,Yes,Yes,Uncommon,37-38
Jynx,Seafoam Islands,Yes,Yes,Yes,Yes,Yes,Uncommon,38-40
Makuhita,Seafoam Islands,Yes,Yes,Yes,Yes,Yes,Uncommon,38
Absol,Seafoam Islands,Yes,Yes,Yes,Yes,Yes,Uncommon,34
Chingling,Seafoam Islands,Yes,Yes,Yes,Yes,Yes,Uncommon,38
Bronzor,Seafoam Islands,Yes,Yes,Yes,Yes,Yes,Uncommon,34
Seel,Seafoam Islands,Yes,Yes,Yes,Yes,Yes,Common,30-40
Horsea,Seafoam Islands,Yes,Yes,Yes,Yes,Yes,Common,30-40
Slowbro,Seafoam Islands,Yes,Yes,Yes,Yes,Yes,Uncommon,35-50
Horsea,Seafoam Islands,Yes,Yes,Yes,Yes,Yes,Common,40
Gyarados,Seafoam Islands,Yes,Yes,Yes,Yes,Yes,Common,40
Kingler,Seafoam Islands,Yes,Yes,Yes,Yes,Yes,Rare,40
Seadra,Seafoam Islands,Yes,Yes,Yes,Yes,Yes,Rare,40
Psyduck,Seafoam Islands,Yes,Yes,Yes,Yes,Yes,Common,20
Magikarp,Seafoam Islands,Yes,Yes,Yes,Yes,Yes,Common,20
Krabby,Seafoam Islands,Yes,Yes,Yes,Yes,Yes,Rare,20
Horsea,Seafoam Islands,Yes,Yes,Yes,Yes,Yes,Rare,20
Magikarp,Seafoam Islands,Yes,Yes,Yes,Yes,Yes,Common,10
Krabby,Seafoam Islands,Yes,Yes,Yes,Yes,Yes,Rare,10
Articuno,Seafoam Islands,Yes,Yes,Yes,Yes,Yes,Limited,50
Treecko,Silph Co,Yes,Yes,Yes,Yes,Yes,Limited,5
Torchic,Silph Co,Yes,Yes,Yes,Yes,Yes,Limited,5
Mudkip,Silph Co,Yes,Yes,Yes,Yes,Yes,Limited,5
Beldum,Silph Co,Yes,Yes,Yes,Yes,Yes,Limited,—
Raticate,Tohjo Falls,Yes,Yes,Yes,Yes,Yes,Common,22
Zubat,Tohjo Falls,Yes,Yes,Yes,Yes,Yes,Common,22
Rattata,Tohjo Falls,Yes,Yes,Yes,Yes,Yes,Rare,20
Golbat,Tohjo Falls,Yes,Yes,Yes,Yes,Yes,Uncommon,22
Slowpoke,Tohjo Falls,Yes,Yes,Yes,Yes,Yes,Uncommon,20-23
Makuhita,Tohjo Falls,Yes,Yes,Yes,Yes,Yes,Uncommon,22
Absol,Tohjo Falls,Yes,Yes,Yes,Yes,Yes,Uncommon,22
Chingling,Tohjo Falls,Yes,Yes,Yes,Yes,Yes,Uncommon,22
Bronzor,Tohjo Falls,Yes,Yes,Yes,Yes,Yes,Uncommon,22
Slowpoke,Tohjo Falls,Yes,Yes,Yes,Yes,Yes,Common,20
Goldeen,Tohjo Falls,Yes,Yes,Yes,Yes,Yes,Common,20
Seaking,Tohjo Falls,Yes,Yes,Yes,Yes,Yes,Uncommon,20
Goldeen,Tohjo Falls,Yes,Yes,Yes,Yes,Yes,Common,40
Seaking,Tohjo Falls,Yes,Yes,Yes,Yes,Yes,Rare,40
Magikarp,Tohjo Falls,Yes,Yes,Yes,Yes,Yes,Rare,40
Goldeen,Tohjo Falls,Yes,Yes,Yes,Yes,Yes,Common,20
Magikarp,Tohjo Falls,Yes,Yes,Yes,Yes,Yes,Common,20
Magikarp,Tohjo Falls,Yes,Yes,Yes,Yes,Yes,Common,10
Goldeen,Tohjo Falls,Yes,Yes,Yes,Yes,Yes,Rare,10
Tentacool,Vermilion City,Yes,Yes,Yes,Yes,Yes,Common,30-35
Tentacruel,Vermilion City,Yes,Yes,Yes,Yes,Yes,Uncommon,35
Wingull,Vermilion City,Yes,Yes,Yes,Yes,Yes,Common,35
Shellder,Vermilion City,Yes,Yes,Yes,Yes,Yes,Common,40
Chinchou,Vermilion City,Yes,Yes,Yes,Yes,Yes,Common,40
Tentacruel,Vermilion City,Yes,Yes,Yes,Yes,Yes,Rare,40
Lanturn,Vermilion City,Yes,Yes,Yes,Yes,Yes,Rare,40
Tentacool,Vermilion City,Yes,Yes,Yes,Yes,Yes,Common,20
Magikarp,Vermilion City,Yes,Yes,Yes,Yes,Yes,Common,20
Shellder,Vermilion City,Yes,Yes,Yes,Yes,Yes,Rare,20
Chinchou,Vermilion City,Yes,Yes,Yes,Yes,Yes,Rare,20
Magikarp,Vermilion City,Yes,Yes,Yes,Yes,Yes,Common,10
Tentacool,Vermilion City,Yes,Yes,Yes,Yes,Yes,Rare,10
Spearow,Vermilion City,Yes,Yes,Yes,Yes,Yes,Limited,11-20
Heracross,Vermilion City,Yes,Yes,Yes,Yes,Yes,Limited,11-17
Combee,Vermilion City,Yes,Yes,Yes,Yes,Yes,Limited,10-20
Diglett,Vermilion City,Yes,Yes,Yes,Yes,Yes,Common,24-37
Shuckle,Vermilion City,Yes,Yes,Yes,Yes,Yes,Uncommon,32-35
Golbat,Victory Road,Yes,Yes,Yes,Yes,Yes,Common,32
Graveler,Victory Road,Yes,Yes,Yes,Yes,Yes,Common,32
Ursaring,Victory Road,No,Yes,Yes,Yes,Yes,Uncommon,33
Donphan,Victory Road,Yes,No,Yes,Yes,Yes,Uncommon,33
Onix,Victory Road,Yes,Yes,Yes,Yes,Yes,Uncommon,34-36
Rhyhorn,Victory Road,Yes,Yes,Yes,Yes,Yes,Rare,35
Makuhita,Victory Road,Yes,Yes,Yes,Yes,Yes,Uncommon,33
Absol,Victory Road,Yes,Yes,Yes,Yes,Yes,Uncommon,32
Chingling,Victory Road,Yes,Yes,Yes,Yes,Yes,Uncommon,33
Bronzor,Victory Road,Yes,Yes,Yes,Yes,Yes,Uncommon,32
Geodude,Victory Road,Yes,Yes,Yes,Yes,Yes,Common,24-32
Graveler,Victory Road,Yes,Yes,Yes,Yes,Yes,Uncommon,30-33
Poliwag,Viridian City,Yes,Yes,Yes,Yes,Yes,Common,5-10
Poliwhirl,Viridian City,Yes,Yes,Yes,Yes,Yes,Uncommon,10
Poliwag,Viridian City,Yes,Yes,Yes,Yes,Yes,Common,40
Magikarp,Viridian City,Yes,Yes,Yes,Yes,Yes,Rare,40
Poliwag,Viridian City,Yes,Yes,Yes,Yes,Yes,Common,20
Magikarp,Viridian City,Yes,Yes,Yes,Yes,Yes,Common,20
Magikarp,Viridian City,Yes,Yes,Yes,Yes,Yes,Common,10
Poliwag,Viridian City,Yes,Yes,Yes,Yes,Yes,Rare,10
Hoothoot,Viridian City,Yes,Yes,Yes,Yes,Yes,Limited,2-19
Ledyba,Viridian City,No,Yes,Yes,Yes,Yes,Limited,3-7
Spinarak,Viridian City,Yes,No,Yes,Yes,Yes,Limited,3-7
Pineco,Viridian City,Yes,Yes,Yes,Yes,Yes,Limited,2-17
Wurmple,Viridian City,Yes,Yes,Yes,Yes,Yes,Limited,2-10
Caterpie,Viridian Forest,Yes,No,Yes,Yes,No,Common,3
Metapod,Viridian Forest,Yes,No,Yes,Yes,No,Common,3-5
Weedle,Viridian Forest,No,Yes,Yes,Yes,No,Common,3
Kakuna,Viridian Forest,No,Yes,Yes,Yes,No,Common,3-5
Hoothoot,Viridian Forest,Yes,Yes,No,No,Yes,Common,3-5
Pidgeotto,Viridian Forest,Yes,Yes,Yes,Yes,No,Rare,7
Pikachu,Viridian Forest,Yes,Yes,Yes,Yes,No,Rare,4-7
Pikachu,Viridian Forest,Yes,Yes,No,No,Yes,Rare,4
Butterfree,Viridian Forest,Yes,No,Yes,No,No,Uncommon,7
Beedrill,Viridian Forest,No,Yes,Yes,No,No,Uncommon,7
Pidgey,Viridian Forest,Yes,Yes,No,Yes,No,Uncommon,3-7
Pidgey,Viridian Forest,Yes,Yes,Yes,No,No,Uncommon,3
Noctowl,Viridian Forest,Yes,Yes,No,No,Yes,Uncommon,7
Numel,Viridian Forest,Yes,Yes,Yes,Yes,Yes,Uncommon,5
Spoink,Viridian Forest,Yes,Yes,Yes,Yes,Yes,Uncommon,3
Budew,Viridian Forest,Yes,Yes,Yes,Yes,Yes,Uncommon,3
Carnivine,Viridian Forest,Yes,Yes,Yes,Yes,Yes,Uncommon,5
Kricketot,Viridian Forest,Yes,Yes,Yes,Yes,Yes,Common,3-5
Hoothoot,Viridian Forest,Yes,Yes,Yes,Yes,Yes,Limited,2-19
Noctowl,Viridian Forest,Yes,Yes,Yes,Yes,Yes,Limited,5-7
Ledyba,Viridian Forest,No,Yes,Yes,Yes,Yes,Limited,3-7
Ledian,Viridian Forest,No,Yes,Yes,Yes,Yes,Limited,5-7
Spinarak,Viridian Forest,Yes,No,Yes,Yes,Yes,Limited,3-7
Ariados,Viridian Forest,Yes,No,Yes,Yes,Yes,Limited,5-7
Seedot,Viridian Forest,Yes,Yes,Yes,Yes,Yes,Limited,3-7
Shroomish,Viridian Forest,Yes,Yes,Yes,Yes,Yes,Limited,3-7
